,Book,Smell_Word,Smell_Source,Quality,Odour_Carrier,Evoked_Odorant,Location,Perceiver,Time,Circumstances,Effect
431,abc2174,scent|smell,,familiar,,,,,,,"making every muscle in his body untense , his nerves unwired"
432,abc2174,aromas,of food|their ingredients,,,,,him|him,,,make him|him nauseous
433,abc2174,smelling|smelling|smelling,,sweet|sweet|smelling|smelling|smelling,Colored umbrellas,sweet|sweet - smelling|smelling|smelling tiki drinks,,,,,
434,abc2174,smell,It,,,,,,,,taking him back to weekdays
435,abc2174,smell,cigarette smoke,,,,Outside,he,,,
436,abc2174,stench,of the gutter,,,,,him,,as,
437,abc2174,smelled,blood,,,,,he,,,
438,abc2174,smell,of floor cleaner,,,,,,,,has really won me over
439,abc2174,stench,of the gutter,,,,,him,,,
440,abc2174,scented,the flowers in,so sweetly,the air,,,,,,
441,abc2191,smelled,it,,,like,,,,,
442,abc2191,smell,of old decay,faint,,,,,,,
443,abc2191,stinking|stinking,of unwashed bodies|pig filth,stinking|stinking,,,,him,,,
444,abc2191,smell,of old leather and oak,,,,His ostentatious room,,,,
445,abc2191,smell,of the other boy ' s lunch,,,,,,,,making him feel nauseous
446,abc2191,nose|smelled,it|of him,strongly,the blanket,,,,,,
447,abc2191,smell,sulphur|rotting flesh,unspeakable,,,,,,,"and Thor fell to his knees , retching"
448,abc2191,scent,of her nape,,,,,,,,
449,abc2191,smell|smell,her|her,,,,in|in Utgard castle,He,,,brought him back to his desperation in|in
450,abc2191,scent,,,,that reminded|of cut grass and water purifier,,he,,,
451,abc2191,scent|smelled,of eggs and melted cheese|it,greasy enough,,,,,,,that it made him both nauseous and hungry
452,abc2191,stinking|stinking,Mimir|witchcraft,stinking|stinking,,,,,,,
453,abc2191,smelled,the broth,thick|savoury,,like it had been concentrated for|for days|days,,,for|for days|days,,
454,abc2191,smell,of the sewer|death,,,,,,,,
455,abc2191,scent,of jasmine|hyacinth,blended,,,,,,,
456,abc2191,stink,I,,,,,,,,
457,abc2191,stank,,,,of wet dog and fish,in the back allies and catacombs of,,,,
458,abc2191,stank,he|of|of,,,of|of brine,,,,,
459,abc2191,smelled,She,,,like her garden,,,,,the feeling of home settled inside him
460,abc2191,smell,,salty,,,,him,,,
461,abc2191,stank,Zeke|he|of|of cigarette|cigarette smoke|smoke,,,of|of cigarette|cigarette smoke|smoke,,,,,
462,abc2192,smell,death,,,,,,,,
463,abc2194,scent,his|rags,pungent,,,,Dionysos,,,
464,abc2194,scent,of the liniment,so compelling,,,,Charon|he,,,
465,abc2194,intoxicating|intoxicating,,intoxicating|intoxicating,,,,,,,
466,abc2202,scent,of roses,,,,,him,,,
467,abc2202,sniffing,the cake,,,,,,,,
468,abc2203,scent,,powerful|thick,,,,,,,
469,abc2203,smell,,,,,,Griffin|his,,,
470,abc2203,scent,It|its,intense,,,,,,,
471,abc2203,scent,its,,,,,him,,,
472,abc2210,smell,,perfumed,,,,she|she,,,she|she commences a coughing fit
473,abc2215,perfume,her,,,,,his,,,
474,abc2230,smelling,damp earth|rain,Narcissus,,,,he,most nights,,
475,abc2230,stink,,,,,,,,,makes him gag
476,abc2235,sniffing,,,,,,,occasionally,,
477,abc2235,smell,rage,,,,,I,,,
478,abc2235,smell,of it,,,,,,,,
479,abc2235,sniff,,,the air,,,,,,
480,abc2235,smell,,,,,in the room,Arthur|Arthur|he|he,,,Arthur|Arthur thought he|he would suffocate
481,abc2236,scented|scented,lavender -|grapefruit,scented|scented,fluffy white towels,,,,,,
482,abc2243,scent,of|of the interior,salty,,like the wind on the shore at Montauk,of|of,I,,,
483,abc2243,Smelly|Smelly|Smelly,Smelly|Smelly|Smelly Gabe,Smelly|Smelly|Smelly,,,,I,,,
484,abc2247,smell|sulfurous|sulfurous|breath,it|its,sulfurous|sulfurous|sibilant,the,,,He,,,raising goosebumps
485,abc2247,scent,of honeysuckle and roses,,the air,,,,,,
486,abc2248,smelling|stench,of sweat|of death,unmistakable,,,,Achilles|Hector,,,
487,abc2252,smell,It,soothing,,,,,,,that made him feel at home
488,abc2259,scent,of something sickly|sickly sweet,sickly|sickly,the air,,,,,,leaving her a little breathless
489,abc2268,smells,the sex,,,,,he,,,
490,abc2269,reeking,Iapetus,sickening,,,,,,,
491,abc2277,smell,Achilles ' chosen laundry detergent,,,,,he|his,,When,
492,abc2277,scent|smell|smell,of their chosen laundry detergent|a hint of mothballs|Patroclus,other|third,,,in their backwards neighborhood,Achilles|he|he,ever since he was a kid,,
493,abc2277,Scratches,,,,like great big papaya leaves,,,,,
494,abc2277,Smell,that,,,,,,,,
495,abc2277,sniffs,it,,,,,,,,
496,abc2277,smelling,leather seats|salty potato|strawberry flavoring from,,,,,,,,
497,abc2277,smell|aroma,meatloaf,,,,,,,,
498,abc2277,scent,of the salt breeze,,,,,,,,
499,abc2277,sniffs,,,his,,,He,,,
500,abc2277,smelling|scent,of dewdrops|Antihero,,,,,He|Paris,,,
501,abc2277,Smell,O -,,,,,,,,
502,abc2277,scents,the ocean|Achilles ' bonfire|the ointments|blood|guts|The,,,,in the medic tent,I,,,
503,abc2277,scent,of tobacco,,,,into|' living room,he|him,,,
504,abc2277,It,,as bad,,,,,,,
505,abc2277,smells,metal,pretty good,,,,Paris,,,
506,abc2277,smells,Menelaus,good,,"like cedar , sea salt",,,,,
507,abc2281,smells|perfume,he|grease,,,,,,,,
508,abc2281,smell,of violets|strawberries|spices,,the,,,,,,
509,abc2281,smell,it|of violets|spices|strawberries,,,,,He,,,
510,abc2294,scent,of you,,,,in the medicine cabinet|in the closet,,,,
511,abc2303,reeking|reeking,,reeking|reeking,,,,,,,
512,abc2304,smell,the musk of the Lion,strong|virile,,,,Heracles,,,
513,abc2304,smell|smell,It|male|the sweat,,,of,,the,,,
514,abc2304,scents,of the Lion ' s tailhole,,,,,Heracles,,,
515,abc2304,smelling|tasting,musk|ass,-,,,,,,,
516,abc2316,smelled,he,absolutely awful,,,,,,,
517,abc2316,smelled,Pan|of roses,,,,,,,,
518,abc2320,smell,it,,,,,I,At random moments,,
519,abc2359,smell|scent,,softly - spiced,,,,He,,,
520,abc2368,smell|scalds|scalds,Coronis|of festering wounds|lavender oil|scalds|scalds on caramel skin,,,,,,,,
521,abc2368,scent,its,,,,,,,,
522,abc2373,scent,her,,,,,,,,
523,abc2373,odor,the,fetid,,,,he|he,,,he|he found himself between the pig ' s legs
524,abc2373,scented|scented,,scented|scented,,,,,,,
525,abc2373,smells,,,,,into the stadium,him,,,
526,abc2373,it|scent,of arousal,own,,,,,,,
527,abc2380,stench,of rot and decay,,,,,,,,
528,abc2381,smell,the stale cigarettes|takeaway food,,,,in the taxi,him|he,,,makes
529,abc2381,smell,the drink,,,,,He,,,
530,abc2395,smell,of brine|roses,strong,in the air,,,,,,
531,abc2395,smell|scents|scent,sweat|deodorant,various|strong|earthy,,,,,,,
532,abc2396,scent,,clean|crisp,,,,,,,
533,abc2403,smells|scent,of Patroclus ' shampoo,,,,,He,,,
534,abc2406,smelled,Apollo,subtle|beta,,,,,,,
535,abc2415,smell,his sweatshirt|of him,,,,,,,,
536,abc2421,smell,,,,,,He|he,,,
537,abc2428,scent,of moss and pine,,,,,,,,
538,abc2432,Smell|sniff,it|the tuft of hair,,,,,I,,,
539,abc2432,smell,one of your kind|He,,,,,You,,,
540,abc2432,libations|libations|scent,,,libations|libations,,,his|his|him,,,
541,abc2432,smelled,a one like,,,,,We,,,
542,abc2432,sniffing,at the wine,,,,,,,,
543,abc2432,scent,of War,,,,,he,,,
544,abc2432,aroma,of blood,heady,,,,him,,,driving his teeth out despite himself
545,abc2432,sniffed|ichor|ichor,ichor|ichor,,,,,He,,,
546,abc2435,smell|scent,his,warm smoky,,,,,,,
547,abc2459,fragrant|fragrant,It|some kind of dried flower,fragrant|fragrant|very beautiful,,,,,,,
548,abc2467,smell,,,the night air,,,you,,,
549,abc2474,smell,Athena,fragrant,the soft breeze,,,in Odysseus ' nostrils,,,
550,abc2474,smell,of him,,,,,,,,
551,abc2474,scents|smell,of pine trees|olives|their own bodies|of meat roasting,thick,the breeze,,,,,,
552,abc2474,scent,of evergreens,,the air,,,,,,
553,abc2478,smell,her,,,,,he,,,
554,abc2482,scent,his|sea,salty,,,,,,,
555,abc2487,smells|perfume,sister -|' s,,,like a shroud of miasma,,she|his,,,
556,abc2497,stench,of your blood,,,,into my world,,,,
557,abc2504,smell,of the skin|citrus,,,,,,,dipped in olive oil,
558,abc2506,sniff,Ares,,,,,,,,
559,abc2525,inhaled|nostrils|smelling|fragrance,the treasure|its,sweet,,,,through his,,,
560,abc2525,inhaled|aroma,of the fresh flowers,,,,,Hades|his|he,,,
561,abc2525,scent,of roses,,,,into the abode,his,,,giving Hades a tingling sensation
562,abc2525,fragrance,,so strong,,,,,,,that it almost seemed as if Persephone was right next to him
563,abc2525,aroma,her,arousing,,,,He,,,drove him crazy
564,abc2525,smell|smell,her|the flowers in her|of her skin|her wetness,,,,,He,,,it was engulfing him
565,abc2525,whiff|essential|essential,pink|blue rose petals|of a few essential|essential oils,,,,,Hades,,,
566,abc2533,smell,,,,,,,,,made him recoil|had him ill|and her sobbing broke his heart
567,abc2533,smell,blood,,,,,,,,
568,abc2533,scent,of her arousal,thick,,,,to him,,,
569,abc2533,scent|smelled,of her|she|of|of flowers|flowers,,,of|of flowers|flowers and sunshine,,,,,enough to drive Hades mad
570,abc2537,scent,of him,heady mix,,,,I,,,
571,abc2547,smell,you,great,,,,,,,
572,abc2553,smelling|scent,of violets,piquant,,,,Artemis,,,eliciting a whimper from the pink goddess
573,abc2562,stink,of animal sweat,,,,,,,,
574,abc2564,smell,You|him,,,,,,,,
575,abc2572,smell,the flowers,,,,,you,,,
576,abc2573,scent,It,pretty|crisp,,,,him,,,
577,abc2573,sniffing,Icarus,,,,,,,,
578,abc2575,scent,of sandalwood|citrus,faint,,,,,,,
579,abc2575,smell|tang,of the man|marble dust|onions,warm|bright,,,,,,,
580,abc2576,perfumes,Oenone,Egyptian,,,below,Paris,,,
581,abc2586,smells,of him|lavender|peony,,the pillow,,,,,,turning the crack inside of my heart into an endless pit of despair and disappointment
582,abc2586,scent|scent,of lavander|his,the most beautiful,,,,i,,,
583,abc2586,scent,your,,,,,,,,
584,abc2611,smelled,Patroclus,rather downcast,,,,,all,,
585,abc2611,aromas,of chicken soup,,in the chill breeze,,,,,,
586,abc2632,scent,the Greek ',vivid,,,,,,,
587,abc2633,inhaling|scent,her,,,,,,,,
588,abc2633,hues,,luminous,,,,,,,
589,abc2635,smell,the wine,,on,,,his,,,
590,abc2642,smell,flowers,,,,,I,,,
591,abc2643,smelly|smelly,,smelly|smelly,,,,,,,
592,abc2643,smell,her snakes|him,,,,,He|he,,,
593,abc2646,scent|perfume,of Lavender tangled with honey|of the young nymph,thick|sickening,the air,,,his,,as she arrived in the area,
594,abc2654,sniffs,my bulb tray,,,,,he,,,
595,abc2657,scent,,,,,,he|they,,,
596,abc2668,perfume,of spring flowers,delicate,,,,,,,intoxicating his already dizzied mind
597,abc2672,scent,of his omega ' s slick and his own cum,,,,,,,,
598,abc2672,smelled,he,good,,,,,,,
599,abc2676,smells,mater ' s triangular earrings,,in the air,,,,,,will send him shaking or screaming or breaking something .
600,abc2688,smelling,his,,,like warm flour,,He,,,Steve ' s heart gave a tiny leap
601,abc2694,smell,his,the faintest,,,,,,,
602,abc2695,sniffs,Icarus,occasional,,,,,,,break the silence of death ' s garden
603,abc2698,smell,of blood,,,,,he|his,,,
604,abc2699,scent,of him,,,,,,,,
605,abc2702,smells,This,amazing,,,,,,,
606,abc2714,scent,of cedar and smoke,,,,,I|his,,,
607,abc2715,scent,of spring flowers|of ambrosia,subtle,the air,,,,The morning,,
608,abc2715,smelling|smelling,greenery,sweet|smelling|smelling,,,,,,,
609,abc2715,smelling|smelling breath,,Hot|sweet - smelling|smelling,,,,,,,
610,abc2728,breathe|scent,her,hot|moist,,,,,,,
611,abc2728,scent|aroma,of her arousal,heady|entrancing,,,,,now,,
612,abc2735,stink,of the murders,,,,,,,,
613,abc2735,smell,piss,,,,in the corners of the walls,,,,
614,abc2735,smell,that,,,,from a distance,you,,,
615,abc2767,smelled,Dean ' s clothes,faintly,,of apple pie,,,,,
616,abc2767,smelled,Dean|of|of pie|shouts,,,of|of,in his house,,,,
617,abc2777,smells,of human life and work,rich|heavy,,,,his|his,,,his|his body startled
618,abc2777,smells,,,,,the street,Ganymede ' s,,,
619,abc2777,smell,,moist|green,,,,his,,,that startled even him
620,abc2777,smell,of green,wispy,,,,,,,
621,abc2783,scent,of him,heady,,,,,,,
622,abc2802,smells,of jasmine|smoke,familiar,,,,him|he,,,
623,abc2802,smell|scents,of woodsmoke,other,through the air,,,Hector,,,
624,abc2802,scent,of wine,,the air,,,he,,,
625,abc2802,citrus,,fresh,,,,,,,
626,abc2802,scent,of the grass|dirt,,in the cool air,,,He|him,,,
627,abc2802,smell,the oil,,,,,He|of the men next to him,,,
628,abc2802,scent,of Patroclus ' hair,,,,,He,,,
629,abc2809,smells,Nestor,,,like old man,,,,,
630,abc2809,smells|smells,that|it,,,like Nestor,,Patroclus|he,,,
631,abc2809,smells,It,,,like chalk,,he,,on the way up the stairs,
632,abc2809,smells,Achilles,,,,,He,,,
633,abc2809,scent,of him,,,,,,,,
634,abc2810,scent,of lilac,faint,A faint breeze,,,to Thor ' s|he,,,
635,abc2810,scent,of it,,,,,,,,settled him into a comfortable state
636,abc2811,scent,,strange,on the air,,,,,,
637,abc2824,scent,of wine and madness,intoxicating,,,,,,,
638,abc2831,smell,of ripe fruit and corn,taste,,,,,,,
639,abc2833,smell,of the ocean,salty,,,,,,,
640,abc2849,smell,of rotting flesh,,,,,Diomedes,,,
641,abc2865,aromatic|aromatic,oil,aromatic|aromatic,,,,,,,
642,abc2865,appetizer,,sweet,,,,,,,
643,abc2881,smelling,the flowers|the sunshine,,,,,,,,
644,abc2883,scent,of her arousal,,,,,to his,,as she pleasured herself furiously,
645,abc2892,smelled,Ares,,,like sweat and blood,,,,,
646,abc2893,sniffing|aroma,,heavy,,,,,,,fluttering her eyes
647,abc2893,scent,of him,overwhelming,,,,,,,
648,abc2893,smelling,him,,his white,,,,,,
649,abc2893,smell,of death,,,,,him|Minthe,,,
650,abc2894,stinking,he|the|hubris,,,,,,,,
651,abc2896,sniffed,,,the air,,,,,,
652,abc2896,smell,the baked honey,,,,,Apollo,,,
653,abc2897,breath smelled,his|of|of,,,of|of,,,,When Poseidon came to her sleep,
654,abc2900,smelling,liquid|of|of,strongly,,of|of strawberries,,,,,
655,abc2902,scent,of her soft curls,,,,,Hades,,,
656,abc2902,scent,her,,,,,,,,
657,abc2902,smell|nose,of breakfast|Hades,,,,at the end of her bed,his,,,
658,abc2903,aroma,of her cooking,tasty,,,,I,,,
659,abc2904,smell,shaped pancakes|scrambled eggs|sausage|orange juice,,,,,he,,,
660,abc2910,slurring|smelling,Apollo|of vodka,,,,,,,,
661,abc2910,smell,Apollo|of his cologne,enthralling,,,,,,,
662,abc2910,sulfurous|sulfurous,,sulfurous|sulfurous,,,,,,,
663,abc2910,smell,of failure,sour,,,in their crappy apartment in Hoboken,,,,
664,abc2934,smells,Achilles,faintly,,of sea - water,,,,,
665,abc2934,smelled,of Achilles ' sweat,,,,,,,,
666,abc2936,smell,the smoke,,,,,Patroclus|everyone|his,,,
667,abc2937,scented|scented,Apollo,scented|scented,,like honey and flowers and sunshine,,,,,
668,abc2937,smells,Icarus|he,,,like cheap soap and strawberries and sunshine,,,,,
669,abc2949,smell,of his skin,,,,,,,,A chill raced down her spine
670,abc2950,scents,Roses|marigolds|buttercups|sunflowers|flowers,,,,,him|he,,,
671,abc2956,nose|smelling,Hermes ' thick wavy hair|his sandalwood cologne,,,,,He,,,
672,abc2960,smell,,strong|almost nauseating,,,"the small , hot space",,,,Diomedes coughs against it burning in his chest
673,abc2964,smelled|stink,your|on this,,,,,I,,,
674,abc2964,breath,,,,,,,At this point,,
675,abc2964,smell|smell|smell,,,,that,,He,,,
676,abc2964,scenting,,,the air,,,,,,
677,abc2964,smell,of hot cocoa and chocolate chip biskets,,,,,,that night,,
678,abc2964,smelled,a man who,,,like he had recently been buried alive,,The young Ravenstage,,,
679,abc2964,smell|smell|smell,the three hunters|these,skittery,,like thyme or sage,,,,,
680,abc2972,scent,the god,sweet,,,,,,,always making Light ' s mouth water
681,abc2972,smell,,intoxicating,,,,He,,,
682,abc2972,smelling|smelling,dweller,strange|smelling|smelling,,,,,,,
683,abc2979,stinks,He|he,,,of death,,,for ages,,
684,abc2979,smell,his,,,,,,,,
685,abc2982,smell,of cooking venison,,,,,He,,,
686,abc2990,smelling,the roasting flesh of the boy ' s body,,,,,,,when,
687,abc2990,smell,of vomit,,,,,,,,
688,abc2992,scent,it,,,,,' s,,,
689,abc2992,smelled,of sweet succor|death|rot,,,,,,,,
690,abc2992,smelled,,right,in the air,,,,,,
691,abc2992,smells,,,,,it,,,,
692,abc2992,fragrance,of ambrosia|the body,sweet,,,,,,,
693,abc2992,smelling|smelling,,sweetly rose - smelling|smelling,,,,,,,
694,abc2992,smelling|smelling,,rain - smelling|smelling,,,,,,,
695,abc2992,smelling|smelling,,- smelling|smelling,,,,,,,
696,abc3000,sniffing,her,,,,,,,,
697,abc3012,smelled,It|of|of|strawberries|strawberries,,,of|of coconuts and strawberries|strawberries,,you,,,
698,abc3028,smelled,the god|of death|arousal,,,,,,,,
699,abc3047,nostrils|stench,Mynes|of the sacking of Lyrnessus,,,,,,,,
700,abc3080,sniffs|smells,he,,,like beef,,Perseus,,,
701,abc3085,smell,,enchanting floral,through the air,,,,,,to make his head spin
702,abc3085,scent,,floral,,,,,,,
703,abc3086,smell,of Zeus,,,,own bed,His,every night in this second week,,
704,abc3086,scent,of oncoming rain and growing wheath,reassuring,The air,,in Zeus ' room,,,,it reminded
705,abc3086,scent|scent,Olympos '|rain|Ganymede,fresh|vaguely sweet|changing ambrosial,,,,he,,,
706,abc3098,smell,of stale ash,,,,,him|him,,,suddenly makes him|him taste vomit
707,abc3098,smell,of coffee,,,,,,in the morning,,
708,abc3103,smell,of wheat fields,,,of redwood trees|the,,,,,
709,abc3111,scent,the silt|mud|cypress,,,,,He,,,
710,abc3111,fragrant|fragrant,the|liquid,fragrant|fragrant,,,,,,,
711,abc3112,smell,,,,,,I,,,
712,abc3112,smell,the sea,,,,,I,,,
713,abc3113,smell,of pine trees and forest,,the air,,,him,,,
714,abc3113,smelled,a|it,,,,,Hyacinth|he,,,
715,abc3125,stinker|stinker,Kile,stinker|stinker,,,,,,,
716,abc3126,scented|scented,oil,sweet scented|scented,,,,,everyday,,
717,abc3126,scent,of Peleus,musky,,,,,,,
718,abc3135,smell,some meat,,,,the entire room,,,,
719,abc3135,smell,of him,,,,,,,,I could only and only wanted to press him tighter against
720,abc3135,smell,of him,sweet,,,,I,,,enveloped me and controlled every fiber of my being
721,abc3135,smell,his|his,,,,,I,,,
722,abc3135,smell,of tobacco,,,,,,,,
723,abc3135,smell|stench,of him|of him,hedient,,that of Leon,,I,,,
724,abc3135,smell,his,,,,,I|my,,,
725,abc3140,scent,of the grass,,,,between the cool shade of the trees,,,,
726,abc3151,scent,of the blooming flowers,sweet,the air,,,,,,
727,abc3157,smell,the tobacco,,,,,him|he|a man,,,
728,abc3157,smell,,,,,,,,,brought back
729,abc3157,smell,,,,,through the streets,them|Teucer,,,
730,abc3157,smell,of it,,,,,,,,making him hungry
731,abc3157,smell,,,,,Achilles|Achilles '|' room|room,,,,reach Achilles|Achilles '|' room|room
732,abc3157,whiff|scent|fragrance,his,,,,,Patroclus|he,,,
733,abc3157,scent,of plum blossom,,,,the room,,,,it made Patroclus ' eyes fall shut
734,abc3157,stank,he|of|of,,,of|of smoke and drink,,,,,
735,abc3157,smell|scent,Achilles ',,,,in this very room,he,,,
736,abc3157,smell|perfume,of paint,,in the air,,,,,,that seemed to run through his veins all the way to his stomach
737,abc3157,scent,old tobacco,,,,,,on the seventh night,,hitting Patroclus|bringing him back
738,abc3157,scent,,,,,the rooms,He,,,made every inch of his skin tingle in uneasy familiarity
739,abc3157,scent|smelled|fragrant|fragrant,his|he|wood|the freshly laundered sheets,muted|sweet|fragrant|fragrant,the air,like his room,,,,,
740,abc3157,smelled,Achilles,,,like saltwater,,He,,,
741,abc3157,nose|scent,the|his,,,,,He|his,,,
742,abc3157,scent|fragrant|fragrant|fragrant,of fragrant|fragrant|fragrant wood,fragrant|fragrant|fragrant,,,,He,,,
743,abc3157,smell,of the paint,so familiar,,,,to him|he|he,,,that he|he hadn ' t even
744,abc3157,inhaled|scent|fragrant|fragrant|fragrant,of fragrant|fragrant|fragrant wood|the,fragrant|fragrant|fragrant,,,,He,,,
745,abc3157,smelled,Burnt tobacco leaves,,,the ones he|he had,,he|he,,every time he went into Odysseus ' office,
746,abc3157,smell,blood|of it,,,,,him|him,,,made him|him want to throw up
747,abc3164,scent,of Louis ' hair,,,,,He,,,
748,abc3171,scent -,she|by Greece,,,,,,,,
749,abc3171,scent,Menelaus,,,,,,,,
750,abc3171,smell,of the sea,,in the air,,,Hektor,,,
751,abc3171,scent,,,the air,,,He|his|him,,,
752,abc3177,smell,of blood and smoke,,,,,his|his|he,,,
753,abc3177,nose|scent,of Indi,,,,,,,,
754,abc3181,stink|stink,her|her,stink|stink,,,,him,,,
755,abc3199,smelling|smelling,flowers|they,colorful|nice|smelling|smelling,,,,,,,
756,abc3200,vibe,,,,,,,,,it excites him
